../MAPBr/1046-freq/OUTCAR:  20 f  =    7.047570 THz    44.281187 2PiTHz  235.081616 cm-1    29.146416 meV
../MAPBr/1047-freq/OUTCAR:  20 f  =    5.937193 THz    37.304484 2PiTHz  198.043435 cm-1    24.554265 meV
../MAPBr/1048-freq/OUTCAR:  20 f  =    5.396935 THz    33.909945 2PiTHz  180.022380 cm-1    22.319938 meV
../MAPBr/1049-freq/OUTCAR:  20 f  =    5.648076 THz    35.487910 2PiTHz  188.399539 cm-1    23.358574 meV
../MAPBr/1050-freq/OUTCAR:  20 f  =    6.007586 THz    37.746775 2PiTHz  200.391488 cm-1    24.845387 meV
../MAPBr/1051-freq/OUTCAR:  20 f  =    5.195715 THz    32.645638 2PiTHz  173.310381 cm-1    21.487756 meV
../MAPBr/1052-freq/OUTCAR:  20 f  =    6.904592 THz    43.382829 2PiTHz  230.312379 cm-1    28.555106 meV
../MAPBr/1053-freq/OUTCAR:  20 f  =    5.430709 THz    34.122151 2PiTHz  181.148949 cm-1    22.459615 meV
../MAPBr/1054-freq/OUTCAR:  20 f  =    4.936297 THz    31.015669 2PiTHz  164.657139 cm-1    20.414891 meV
../MAPBr/1055-freq/OUTCAR:  20 f  =    6.912753 THz    43.434108 2PiTHz  230.584610 cm-1    28.588858 meV
../MAPBr/1056-freq/OUTCAR:  20 f  =    4.778487 THz    30.024122 2PiTHz  159.393178 cm-1    19.762242 meV
../MAPBr/1057-freq/OUTCAR:  20 f  =    5.729309 THz    35.998308 2PiTHz  191.109161 cm-1    23.694525 meV
../MAPBr/1058-freq/OUTCAR:  20 f  =    7.144168 THz    44.888132 2PiTHz  238.303789 cm-1    29.545915 meV
../MAPBr/1059-freq/OUTCAR:  20 f  =    6.744172 THz    42.374885 2PiTHz  224.961369 cm-1    27.891665 meV
../MAPBr/1060-freq/OUTCAR:  20 f  =    5.229739 THz    32.859420 2PiTHz  174.445312 cm-1    21.628470 meV
../MAPBr/1061-freq/OUTCAR:  20 f  =    4.945628 THz    31.074295 2PiTHz  164.968377 cm-1    20.453479 meV
../MAPBr/1062-freq/OUTCAR:  20 f  =    4.773943 THz    29.995569 2PiTHz  159.241596 cm-1    19.743449 meV
../MAPBr/1063-freq/OUTCAR:  20 f  =    7.850223 THz    49.324404 2PiTHz  261.855233 cm-1    32.465923 meV
../MAPBr/1064-freq/OUTCAR:  20 f  =    9.035077 THz    56.769060 2PiTHz  301.377705 cm-1    37.366087 meV
../MAPBr/1065-freq/OUTCAR:  20 f  =    4.883909 THz    30.686507 2PiTHz  162.909675 cm-1    20.198233 meV
../MAPBr/1066-freq/OUTCAR:  20 f  =    4.952136 THz    31.115188 2PiTHz  165.185470 cm-1    20.480395 meV
../MAPBr/1067-freq/OUTCAR:  20 f  =    5.456951 THz    34.287037 2PiTHz  182.024300 cm-1    22.568145 meV
../MAPBr/1068-freq/OUTCAR:  20 f  =    5.353621 THz    33.637791 2PiTHz  178.577562 cm-1    22.140804 meV
../MAPBr/1069-freq/OUTCAR:  20 f  =    8.607213 THz    54.080715 2PiTHz  287.105717 cm-1    35.596585 meV
../MAPBr/1070-freq/OUTCAR:  20 f  =    5.532087 THz    34.759130 2PiTHz  184.530565 cm-1    22.878882 meV
../MAPBr/1071-freq/OUTCAR:  20 f  =    5.878033 THz    36.932772 2PiTHz  196.070075 cm-1    24.309600 meV
../MAPBr/1072-freq/OUTCAR:  20 f  =    5.981035 THz    37.579950 2PiTHz  199.505840 cm-1    24.735580 meV
../MAPBr/1073-freq/OUTCAR:  20 f  =    6.949846 THz    43.667172 2PiTHz  231.821912 cm-1    28.742264 meV
../MAPBr/1074-freq/OUTCAR:  20 f  =    6.470810 THz    40.657299 2PiTHz  215.842985 cm-1    26.761129 meV
../MAPBr/1075-freq/OUTCAR:  20 f  =    8.294272 THz    52.114446 2PiTHz  276.667117 cm-1    34.302363 meV
